domain	utterance	seqlogical
reminder	Remove all reminders involving my girlfriend	[IN:DELETE_REMINDER Remove [SL:AMOUNT all ] reminders involving [SL:TODO my girlfriend ] ]
reminder	Update reminder to shred checks after being cashed.	[IN:UPDATE_REMINDER Update reminder to [SL:TODO shred checks after being cashed ] . ]
reminder	Create a reminder this Wednesday to mow the lawn at 8:00 AM	[IN:CREATE_REMINDER Create a reminder [SL:DATE_TIME this Wednesday ] to [SL:TODO [IN:GET_TODO [SL:TODO mow the lawn ] [SL:DATE_TIME at 8 : 00 AM ] ] ] ]
reminder	Remind me to leave at 4:45 for my dinner date send alert at 4:40	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO leave ] [SL:DATE_TIME at 4 : 45 ] [SL:TODO for my dinner date ] ] ] send alert [SL:DATE_TIME at 4 : 40 ] ]
reminder	Remind me 20 minutes before my nail appointment on Saturday.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME 20 minutes before ] [SL:TODO [IN:GET_TODO [SL:TODO my nail appointment ] [SL:DATE_TIME on Saturday ] ] ] . ]
reminder	Update my reminder to 6pm Pacific time instead of 9pm eastern time	[IN:UPDATE_REMINDER_DATE_TIME Update [SL:PERSON_REMINDED my ] reminder [SL:DATE_TIME_NEW to 6 pm Pacific time ] instead [SL:DATE_TIME of 9 pm eastern time ] ]
reminder	Show all active reminders	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] [SL:AMOUNT all ] active reminders ]
reminder	remind me to buy laundry detergent tonight please.	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO buy laundry detergent ] [SL:DATE_TIME tonight ] ] ] please . ]
reminder	For Jazz Band dinner party reminder, please make it Saturday at 7pm instead of Friday at 6pm.	[IN:UPDATE_REMINDER_DATE_TIME For [SL:TODO Jazz Band dinner party ] reminder , please make it [SL:DATE_TIME_NEW Saturday at 7 pm ] instead [SL:DATE_TIME of Friday at 6 pm ] . ]
reminder	Set up a daily reminder to read for 30 minutes.	[IN:CREATE_REMINDER Set up a [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY daily ] ] ] reminder to [SL:TODO [IN:GET_TODO [SL:TODO read ] [SL:DATE_TIME for 30 minutes ] ] ] . ]
reminder	please remove all study group monthly reminders	[IN:DELETE_REMINDER please remove [SL:AMOUNT all ] [SL:TODO study group ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY monthly ] ] ] reminders ]
reminder	Remind me of my Doctor appointment on August 10, 2018, Dr Cutler, 1:00pm.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] of [SL:TODO [IN:GET_TODO [SL:TODO my Doctor appointment ] [SL:DATE_TIME on August 10 , 2018 ] , [SL:TODO Dr Cutler ] , ] ] [SL:DATE_TIME 1 : 00 pm ] . ]
reminder	display all reminders	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER display ] [SL:AMOUNT all ] reminders ]
reminder	Set reminder for 7pm Saturday for Sushi with James	[IN:CREATE_REMINDER Set reminder [SL:DATE_TIME for 7 pm Saturday ] for [SL:TODO [IN:GET_TODO [SL:TODO Sushi ] with [SL:ATTENDEE James ] ] ] ]
reminder	Pull up the first 2 reminders for next week/	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Pull up ] the [SL:ORDINAL first ] [SL:AMOUNT 2 ] reminders [SL:DATE_TIME for next week ] / ]
reminder	Display all my reminds for today.	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Display ] [SL:AMOUNT all ] [SL:PERSON_REMINDED my ] reminds [SL:DATE_TIME for today ] . ]
reminder	get all my weekend reminders with Brenda	[IN:GET_REMINDER get [SL:AMOUNT all ] [SL:PERSON_REMINDED my ] [SL:DATE_TIME weekend ] reminders [SL:TODO [IN:GET_TODO with [SL:ATTENDEE Brenda ] ] ] ]
reminder	Delete the reminder about e-mailing Nick's teacher.	[IN:DELETE_REMINDER Delete the reminder about [SL:TODO [IN:SEND_MESSAGE e - mailing [SL:RECIPIENT Nick 's teacher ] ] ] . ]
reminder	Show me my reminders for Saturday.	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] [SL:PERSON_REMINDED me ] my reminders [SL:DATE_TIME for Saturday ] . ]
reminder	Remind me to send the email about my job interview today at 6pm	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE send the email about [SL:CONTENT_EXACT my job interview ] ] ] [SL:DATE_TIME today at 6 pm ] ]
reminder	Remind me one day before all scheduled dinners.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME one day before ] [SL:AMOUNT all ] [SL:TODO scheduled dinners ] . ]
reminder	show all my reminders for this week	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER show ] [SL:AMOUNT all ] [SL:PERSON_REMINDED my ] reminders [SL:DATE_TIME for this week ] ]
reminder	Can you change the alert time on that reminder from 7 to 9?	[IN:UPDATE_REMINDER_DATE_TIME Can you change the alert time on that reminder [SL:DATE_TIME from 7 ] [SL:DATE_TIME_NEW to 9 ] ? ]
reminder	When is my next reminder for Jaida's Birthday dinner?	[IN:GET_REMINDER_DATE_TIME When is [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder for [SL:TODO Jaida 's Birthday dinner ] ? ]
reminder	Remind me to email Mrs. Yvonne about the Desktop Project Payment.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Mrs . Yvonne ] about [SL:CONTENT_EXACT the Desktop Project Payment ] ] ] . ]
reminder	Remove dinner plans reminder for next weekend with Beth and John.	[IN:DELETE_REMINDER Remove [SL:TODO dinner plans ] reminder [SL:TODO [IN:GET_TODO [SL:DATE_TIME for next weekend ] with [SL:ATTENDEE Beth ] and [SL:ATTENDEE John ] ] ] . ]
reminder	I need to change the date of my eye exam reminder to the 4th of next month.	[IN:UPDATE_REMINDER_DATE_TIME I need to change the date of [SL:PERSON_REMINDED my ] [SL:TODO eye exam ] reminder [SL:DATE_TIME_NEW to the 4th of next month ] . ]
reminder	change the reminder for hiking from Saturday to Sunday, same time	[IN:UPDATE_REMINDER_DATE_TIME change the reminder for [SL:TODO hiking ] [SL:DATE_TIME from Saturday ] [SL:DATE_TIME_NEW to Sunday , same time ] ]
reminder	Get all our reminders for the next week shopping	[IN:GET_REMINDER Get [SL:AMOUNT all ] [SL:PERSON_REMINDED our ] reminders for [SL:TODO [IN:GET_TODO [SL:DATE_TIME the next week ] [SL:TODO shopping ] ] ] ]
reminder	Get all my reminders for September	[IN:GET_REMINDER Get [SL:AMOUNT all ] [SL:PERSON_REMINDED my ] reminders [SL:DATE_TIME for September ] ]
reminder	I want to see all recurring reminders for next years polka party that Jan is doing.	[IN:GET_REMINDER I want to [SL:METHOD_RETRIEVAL_REMINDER see ] [SL:AMOUNT all ] recurring reminders for [SL:TODO [IN:GET_TODO [SL:DATE_TIME next years ] [SL:TODO polka party that Jan is doing ] ] ] . ]
reminder	show reminder for class	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER show ] reminder for [SL:TODO class ] ]
reminder	show me all reminders for today	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER show ] [SL:PERSON_REMINDED me ] [SL:AMOUNT all ] reminders [SL:DATE_TIME for today ] ]
reminder	I wish to change my reminder for the meeting with Billy from this Wednesday at 8pm to this Friday at 6pm.	[IN:UPDATE_REMINDER_DATE_TIME I wish to change [SL:PERSON_REMINDED my ] reminder for [SL:TODO the meeting ] with [SL:ATTENDEE Billy ] [SL:DATE_TIME from this Wednesday at 8 pm ] [SL:DATE_TIME_NEW to this Friday at 6 pm ] . ]
reminder	show all reminders for the week	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER show ] [SL:AMOUNT all ] reminders [SL:DATE_TIME for the week ] ]
reminder	Is my reminder about the moon landing anniversary in the next week or two?	[IN:GET_REMINDER_DATE_TIME Is [SL:PERSON_REMINDED my ] reminder about [SL:TODO the moon landing anniversary ] [SL:DATE_TIME in the next week or two ] ? ]
reminder	move the reminder for a picnic to next week	[IN:UPDATE_REMINDER_DATE_TIME move the reminder for [SL:TODO a picnic ] [SL:DATE_TIME_NEW to next week ] ]
reminder	Change reminder time  from 6am to 8am.	[IN:UPDATE_REMINDER_DATE_TIME Change reminder time [SL:DATE_TIME from 6 am ] [SL:DATE_TIME_NEW to 8 am ] . ]
reminder	Remind my brother to send mom her birthday flowers on Sunday	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION brother ] ] ] to [SL:TODO send mom her birthday flowers ] [SL:DATE_TIME on Sunday ] ]
reminder	move reminder for Ken's birthday to April 24th	[IN:UPDATE_REMINDER_DATE_TIME move reminder for [SL:TODO Ken 's birthday ] [SL:DATE_TIME_NEW to April 24th ] ]
reminder	i have a conflict can you switch the time of the window reminder to next wednesday	[IN:UPDATE_REMINDER_DATE_TIME [SL:PERSON_REMINDED i ] have a conflict can you switch the time of the [SL:TODO window ] reminder [SL:DATE_TIME_NEW to next wednesday ] ]
reminder	Show the past three reminders.	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] the [SL:ORDINAL past ] [SL:AMOUNT three ] reminders . ]
reminder	Show all reminders for tuesday	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] [SL:AMOUNT all ] reminders [SL:DATE_TIME for tuesday ] ]
reminder	Please move my appointment reminder for today to 4:00.	[IN:UPDATE_REMINDER_DATE_TIME Please move [SL:PERSON_REMINDED my ] [SL:TODO appointment ] reminder [SL:DATE_TIME for today ] [SL:DATE_TIME_NEW to 4 : 00 ] . ]
reminder	Can you push back the reminder I have set at 5pm for another hour?	[IN:UPDATE_REMINDER_DATE_TIME Can you push back the reminder [SL:PERSON_REMINDED I ] have set [SL:DATE_TIME at 5 pm ] [SL:DATE_TIME_NEW for another hour ] ? ]
reminder	remind my husband to get eggs at 6	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION husband ] ] ] to [SL:TODO get eggs ] [SL:DATE_TIME at 6 ] ]
reminder	What are my reminders with Amanda next week?	[IN:GET_REMINDER What are [SL:PERSON_REMINDED my ] reminders [SL:TODO [IN:GET_TODO with [SL:ATTENDEE Amanda ] ] ] [SL:DATE_TIME next week ] ? ]
reminder	Shoe me the kid's reminders.	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Shoe ] me the [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:TYPE_RELATION kid ] ] ] 's reminders . ]
reminder	what are my sunday reminders with jo	[IN:GET_REMINDER what are [SL:PERSON_REMINDED my ] [SL:DATE_TIME sunday ] reminders [SL:TODO [IN:GET_TODO with [SL:ATTENDEE jo ] ] ] ]
reminder	i need a reminder to meet up with mom after the ball game on thursday	[IN:CREATE_REMINDER [SL:PERSON_REMINDED i ] need a reminder to [SL:TODO [IN:GET_TODO [SL:TODO meet up ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:TYPE_RELATION mom ] ] ] [SL:TODO after the ball game ] ] ] [SL:DATE_TIME on thursday ] ]
reminder	Can you set up a reminder for me to meet with Kimmie on Friday for lunch?	[IN:CREATE_REMINDER Can you set up a reminder for [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO meet ] with [SL:ATTENDEE Kimmie ] [SL:DATE_TIME on Friday ] [SL:TODO for lunch ] ] ] ? ]
reminder	Show me my reminders for my get-together with Monique.	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] me [SL:PERSON_REMINDED my ] reminders for [SL:TODO [IN:GET_TODO [SL:TODO my get - together ] with [SL:ATTENDEE Monique ] ] ] . ]
reminder	How many reminders do I have set from 7 am to 8 pm tomorrow	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have set [SL:DATE_TIME from 7 am to 8 pm tomorrow ] ]
reminder	Cancel tomorrow's reminder for dinner with Jeff and reschedule it for wednesday at 6.	[IN:UPDATE_REMINDER_DATE_TIME Cancel [SL:DATE_TIME tomorrow ] 's reminder for [SL:TODO dinner ] with [SL:ATTENDEE Jeff ] and reschedule it [SL:DATE_TIME_NEW for wednesday at 6 ] . ]
reminder	Remind me to send my medical records to Dr Cutler by August 9th for my appointment with Dr Cutler on August 10, 2018.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO send my medical records to Dr Cutler ] [SL:ATTENDEE ] [SL:DATE_TIME by August 9th ] [SL:TODO for my appointment ] with Dr Cutler ] ] [SL:DATE_TIME on August 10 , 2018 ] . ]
reminder	Tell me what my next reminder is	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Tell ] me what [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder is ]
reminder	Change the reminder to mow the yard from Saturday to weekly on Wednesdays.	[IN:UPDATE_REMINDER Change the reminder to [SL:TODO mow the yard ] [SL:DATE_TIME from Saturday ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME to [SL:FREQUENCY weekly ] [SL:DATE_TIME on Wednesdays ] ] ] . ]
reminder	When is my next reminder occurring?	[IN:GET_REMINDER_DATE_TIME When is [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder occurring ? ]
reminder	Remind me of my Thursday shopping trip with my sister.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] of [SL:TODO [IN:GET_TODO my [SL:DATE_TIME Thursday ] [SL:TODO shopping trip ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] ] ] ] ] . ]
reminder	Set up a reminder to go fishing with Jane this evening at 6 PM.	[IN:CREATE_REMINDER Set up a reminder to [SL:TODO [IN:GET_TODO [SL:TODO go fishing ] with [SL:ATTENDEE Jane ] ] ] [SL:DATE_TIME this evening at 6 PM ] . ]
reminder	delete my latest reminder	[IN:DELETE_REMINDER delete [SL:PERSON_REMINDED my ] [SL:ORDINAL latest ] reminder ]
reminder	Set up a reminder for my sister that I won't be available until after 5 pm tomorrow.	[IN:CREATE_REMINDER Set up a reminder for [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] ] ] that [SL:TODO I won't be available ] [SL:DATE_TIME until after 5 pm tomorrow ] . ]
reminder	Remind me to email Stephen about work conference.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:CONTACT Stephen ] about [SL:CONTENT_EXACT work conference ] ] ] . ]
reminder	when is my next reminder?	[IN:GET_REMINDER_DATE_TIME when is [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder ? ]
reminder	Create a reminder for shopping with Sandy on Sunday morning.	[IN:CREATE_REMINDER Create a reminder for [SL:TODO [IN:GET_TODO [SL:TODO shopping ] with [SL:ATTENDEE Sandy ] ] ] [SL:DATE_TIME on Sunday morning ] . ]
reminder	Change reminders about weekly meetings	[IN:UPDATE_REMINDER Change reminders about [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] [SL:TODO meetings ] ]
reminder	Gt rid of the reminder for breakfast with Tiffany	[IN:DELETE_REMINDER Gt rid of the reminder for [SL:TODO [IN:GET_TODO [SL:TODO breakfast ] with [SL:ATTENDEE Tiffany ] ] ] ]
reminder	Where is the work luncheon reminder and where is the restaurant located.	[IN:GET_REMINDER_LOCATION Where is the [SL:TODO work luncheon ] reminder and where is the restaurant located . ]
reminder	Show me my next reminder.	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] me [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder . ]
reminder	How many reminders do I have set for Saturday after 5 pm?	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have set [SL:DATE_TIME for Saturday after 5 pm ] ? ]
reminder	Change my reminder for brunch with Sandie and John to 9am	[IN:UPDATE_REMINDER_DATE_TIME Change [SL:PERSON_REMINDED my ] reminder for [SL:TODO brunch ] with [SL:ATTENDEE Sandie and John ] [SL:DATE_TIME_NEW to 9 am ] ]
reminder	Can you remind me when dinner is with Joe?	[IN:GET_REMINDER_DATE_TIME Can you remind [SL:PERSON_REMINDED me ] when [SL:TODO [IN:GET_TODO [SL:TODO dinner ] is with [SL:ATTENDEE Joe ] ] ] ? ]
reminder	Can you change my bedtime reminder?	[IN:UPDATE_REMINDER Can you change [SL:PERSON_REMINDED my ] [SL:TODO bedtime ] reminder ? ]
reminder	when was my last reminder to feed the humming birds	[IN:GET_REMINDER_DATE_TIME when was [SL:PERSON_REMINDED my ] [SL:ORDINAL last ] reminder to [SL:TODO feed the humming birds ] ]
reminder	which saturday is the reminder for the van halen concert, I don't want to miss the event	[IN:GET_REMINDER_DATE_TIME which [SL:DATE_TIME saturday ] is the reminder for [SL:TODO the van halen concert ] , I don't want to miss the event ]
reminder	Please update my laundry reminder to remind me to separate the colors and the whites	[IN:UPDATE_REMINDER_TODO Please update my [SL:TODO laundry ] reminder to remind [SL:PERSON_REMINDED me ] to [SL:TODO_NEW separate the colors and the whites ] ]
reminder	Remind me to schedule an appointment with my primary care doctor.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO schedule an appointment ] with [SL:ATTENDEE my primary care doctor ] ] ] . ]
reminder	Remind me when what time my hair appointment was made for	[IN:GET_REMINDER_DATE_TIME Remind [SL:PERSON_REMINDED me ] when what time [SL:TODO my hair appointment ] was made for ]
reminder	Add Mark's albuterol to my monthly prescription refill reminder.	[IN:UPDATE_REMINDER_TODO Add [SL:TODO_NEW Mark 's albuterol ] to [SL:PERSON_REMINDED my ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY monthly ] ] ] [SL:TODO prescription refill ] reminder . ]
reminder	how can i remove all reminders about my ex boyfriend	[IN:HELP_REMINDER how can i remove all reminders about my ex boyfriend ]
reminder	What time are the ball practice reminders this week?	[IN:GET_REMINDER_DATE_TIME What time are the [SL:TODO ball practice ] reminders [SL:DATE_TIME this week ] ? ]
reminder	Change my reminder to feet the fish at 10pm daily instead of 6pm daily.	[IN:UPDATE_REMINDER Change [SL:PERSON_REMINDED my ] reminder to [SL:TODO feet the fish ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:DATE_TIME at 10 pm ] [SL:FREQUENCY daily ] ] ] instead [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:DATE_TIME of 6 pm ] [SL:FREQUENCY daily ] ] ] . ]
reminder	for my next 5 reminders for today can you please alert me at 10 and 5 minutes before they start	[IN:UPDATE_REMINDER_DATE_TIME for [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] [SL:AMOUNT 5 ] reminders [SL:DATE_TIME for today ] can you please alert me [SL:DATE_TIME_NEW at 10 ] and [SL:DATE_TIME_NEW 5 minutes before ] they start ]
reminder	Change the reminder to email my landlord to Sunday	[IN:UPDATE_REMINDER_DATE_TIME Change the reminder to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT my landlord ] ] ] [SL:DATE_TIME_NEW to Sunday ] ]
reminder	Set up a reminder for my Son to turn in his history project Wednesday.	[IN:CREATE_REMINDER Set up a reminder for [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION Son ] ] ] to [SL:TODO turn in his history project ] [SL:DATE_TIME Wednesday ] . ]
reminder	what day is the reminder about going to the movies?	[IN:GET_REMINDER_DATE_TIME what day is the reminder about [SL:TODO going to the movies ] ? ]
reminder	Show me the next reminder for my doctor's appointment	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] [SL:PERSON_REMINDED me ] the [SL:ORDINAL next ] reminder for [SL:TODO my doctor 's appointment ] ]
reminder	At what time is my next reminder?	[IN:GET_REMINDER_DATE_TIME At what time is [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder ? ]
reminder	Add Christmas shopping reminder to Fall chores.	[IN:UPDATE_REMINDER_TODO Add [SL:TODO_NEW Christmas shopping ] reminder to [SL:TODO Fall chores ] . ]
reminder	Change the reminder for a 6:30 a.m. wake-up.	[IN:UPDATE_REMINDER Change the reminder for a [SL:DATE_TIME 6 : 30 a.m . ] [SL:TODO wake - up ] . ]
reminder	How many reminders do I have set for workouts this weeek	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have set for [SL:TODO workouts ] [SL:DATE_TIME this weeek ] ]
reminder	get all weekly reminders from aunt fran about garden center	[IN:GET_REMINDER get [SL:AMOUNT all ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] reminders from [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:TYPE_RELATION aunt ] [SL:CONTACT fran ] ] ] about [SL:TODO garden center ] ]
reminder	what time does the reminder for my flight say	[IN:GET_REMINDER_DATE_TIME what time does the reminder for [SL:TODO my flight ] say ]
reminder	Show me my last reminder for my eye doctor	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] me [SL:PERSON_REMINDED my ] [SL:ORDINAL last ] reminder for [SL:TODO my eye doctor ] ]
reminder	Can you remind me to text Robin the app I used.	[IN:CREATE_REMINDER Can you remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT Robin ] [SL:CONTENT_EXACT the app I used ] ] ] . ]
reminder	Add second alerts 5 min before Board Meetings in2019	[IN:CREATE_REMINDER Add [SL:ORDINAL second ] alerts [SL:DATE_TIME 5 min before ] [SL:TODO [IN:GET_TODO [SL:TODO Board Meetings ] [SL:DATE_TIME in2019 ] ] ] ]
reminder	i want to be reminded to play overwatch with friends	[IN:CREATE_REMINDER [SL:PERSON_REMINDED i ] want to be reminded to [SL:TODO [IN:GET_TODO [SL:TODO play overwatch ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:TYPE_RELATION friends ] ] ] ] ] ]
reminder	Set up a reminder for my mom to take her medicine at 3 pm tomorrow.	[IN:CREATE_REMINDER Set up a reminder for [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION mom ] ] ] to [SL:TODO take her medicine ] [SL:DATE_TIME at 3 pm tomorrow ] . ]
reminder	Remind me to send flowers to my wife on her birthday.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO send flowers to my wife ] [SL:DATE_TIME [IN:GET_BIRTHDAY on [SL:CONTACT her ] birthday ] ] . ]
reminder	Adjust the time to 3:00 pm on my next reminder	[IN:UPDATE_REMINDER_DATE_TIME Adjust the time [SL:DATE_TIME_NEW to 3 : 00 pm ] on [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder ]
reminder	Did I set a location for the concerts reminder	[IN:GET_REMINDER_LOCATION Did I set a location for the [SL:TODO concerts ] reminder ]
reminder	When is my weekly reminder to send an email on sales forecasts?	[IN:GET_REMINDER_DATE_TIME When is [SL:PERSON_REMINDED my ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] reminder to [SL:TODO [IN:SEND_MESSAGE send an email on [SL:CONTENT_EXACT sales forecasts ] ] ] ? ]
reminder	when is my next meet up reminder	[IN:GET_REMINDER_DATE_TIME when is [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] [SL:TODO meet up ] reminder ]
reminder	Can you change my physical therapy reminders to Tuesdays and Thursdays at 1:00?	[IN:UPDATE_REMINDER Can you change [SL:PERSON_REMINDED my ] [SL:TODO physical therapy ] reminders [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:DATE_TIME to Tuesdays ] and [SL:DATE_TIME Thursdays at 1 : 00 ] ] ] ? ]
reminder	How many reminders do I have for March?	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have [SL:DATE_TIME for March ] ? ]
reminder	How do I set up a reminder?	[IN:HELP_REMINDER How do I set up a reminder ? ]
reminder	change my cat food reminder to every other day	[IN:UPDATE_REMINDER change [SL:PERSON_REMINDED my ] [SL:TODO cat food ] reminder [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME to [SL:FREQUENCY every other day ] ] ] ]
reminder	Where is the location of my reminder for Rachel's birthday party?	[IN:GET_REMINDER_LOCATION Where is the location of [SL:PERSON_REMINDED my ] reminder for [SL:TODO Rachel 's birthday party ] ? ]
reminder	How many reminders do I have for work today.	[IN:GET_REMINDER_AMOUNT How many reminders do [SL:PERSON_REMINDED I ] have for [SL:TODO work ] [SL:DATE_TIME today ] . ]
reminder	Tell me what my next reminder is.	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Tell ] me what [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder is . ]
reminder	Make my reminder to visit Viki weekly instead of monthly.	[IN:UPDATE_REMINDER Make [SL:PERSON_REMINDED my ] reminder to [SL:TODO visit Viki ] [SL:RECURRING_DATE_TIME_NEW [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] instead [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME of [SL:FREQUENCY monthly ] ] ] . ]
reminder	Set up a reminder to e-mail Tia tomorrow.	[IN:CREATE_REMINDER Set up a reminder to [SL:TODO [IN:SEND_MESSAGE e - mail [SL:RECIPIENT Tia ] ] ] [SL:DATE_TIME tomorrow ] . ]
reminder	when is my next reminder for the dog set for	[IN:GET_REMINDER_DATE_TIME when is [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] reminder for [SL:TODO the dog ] set for ]
reminder	Is my son included in today's reminder.	[IN:GET_REMINDER Is [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION son ] ] ] included [SL:DATE_TIME in today ] 's reminder . ]
reminder	how can i change a time that a reminder is set for	[IN:HELP_REMINDER how can i change a time that a reminder is set for ]
reminder	I need to  buy bananas. Remind me to add that to the grocery list	[IN:UPDATE_REMINDER_TODO I need to [SL:TODO_NEW buy bananas ] . Remind [SL:PERSON_REMINDED me ] to add that to [SL:TODO the grocery list ] ]
reminder	when is my next dentist reminder	[IN:GET_REMINDER_DATE_TIME when is [SL:PERSON_REMINDED my ] [SL:ORDINAL next ] [SL:TODO dentist ] reminder ]
reminder	Remind my brother to buy that gift for mom's birthday.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION brother ] ] ] to [SL:TODO buy that gift for mom 's birthday ] . ]
